kod_zsj_d,x_min,x_max,y_min,y_max,nazev,popis,kod_zsj,kod_cast_obec,kod_momc,upper_name,area
3229890,14.348819,14.369720,49.140655,49.153876,Pazderna,ZSJ-D,322989,033138,544426,Dříteň,1588319.000000
0167210,13.865494,13.885415,50.605775,50.617118,Nové Úpořiny,ZSJ-D,016721,016748,567477,Bystřany,665920.000000
3156132,16.895993,16.902550,49.775699,49.778653,Mohelnice-západ díl 2,ZSJ-D,315613,124320,540471,Mohelnice,116077.000000
0335530,14.534947,14.552281,48.964887,48.978415,Na Samotách,ZSJ-D,033553,033537,535788,Dubičné,959219.000000
0063010,15.160150,15.179812,49.958491,49.976544,Bořetice,ZSJ-D,006301,006301,533262,Červené Pečky,1866494.000000
3245740,14.627615,14.650586,50.232361,50.246822,Dřísy-u nádraží,ZSJ-D,324574,033111,534781,Dřísy,1226415.000000
3029450,13.192426,13.211517,50.375691,50.392571,U Ohře,ZSJ-D,302945,407976,563129,Klášterec nad Ohří,1283818.000000
1253513,16.261573,16.263074,49.712398,49.715332,Polička-střed díl 3,ZSJ-D,125351,125369,578576,Polička,17205.000000
3126310,16.451655,16.475449,49.746625,49.752651,Pod stadionem,ZSJ-D,312631,161004,577731,Svitavy,628135.000000
1296580,14.309943,14.325705,50.068056,50.076373,Nové Řepy,ZSJ-D,129658,400483,547174,Praha,538575.000000
1342790,14.762870,14.786313,50.258298,50.271273,Kačov,ZSJ-D,134279,134279,536491,Předměřice nad Jizerou,1196343.000000
1178540,15.813439,15.835600,50.031803,50.050612,Spojil,ZSJ-D,117854,117854,574198,Spojil,1740755.000000
3201450,16.153458,16.158327,50.406850,50.409119,Hamra-jih,ZSJ-D,320145,101354,573868,Náchod,41355.000000
0128582,14.715665,14.735481,49.608761,49.619474,Královna díl 2,ZSJ-D,012858,401269,530301,Neustupov,753071.000000
0650640,14.095152,14.111716,50.140786,50.150602,Kladno-střed,ZSJ-D,065064,401994,532053,Kladno,551583.000000
0991390,16.306410,16.324263,49.040955,49.049125,Na hříbku,ZSJ-D,099139,412783,594482,Moravský Krumlov,695458.000000
0601270,14.487376,14.497195,49.870048,49.874299,Žampach,ZSJ-D,060127,060127,539333,Jílové u Prahy,164483.000000
3287910,17.361136,17.370514,49.359697,49.366468,Sídliště,ZSJ-D,328791,412465,588512,Chropyně,296968.000000
3145100,15.571995,15.586324,49.010266,49.017632,Na Větrném kopci,ZSJ-D,314510,412589,590789,Jemnice,481838.000000
3154940,17.725020,17.733749,49.550668,49.556280,Studentská,ZSJ-D,315494,414352,513750,Hranice,294188.000000
1934700,16.039595,16.054765,48.865137,48.878725,Městský les,ZSJ-D,193470,412741,593711,Znojmo,821895.000000
0610180,14.581737,14.591003,50.854754,50.868754,Lesné,ZSJ-D,061018,061018,562572,Jiřetín pod Jedlovou,390277.000000
0795533,13.901813,13.912572,49.017134,49.024434,Švihov díl 3,ZSJ-D,079553,415723,537187,Drslavice,391981.000000
3186550,14.960159,14.976326,50.798426,50.815745,Liberecká silnice,ZSJ-D,318655,408441,564117,Chrastava,678868.000000
1276980,14.424694,14.434560,50.039941,50.048666,Horní Jeremenkova,ZSJ-D,127698,400190,500119,Praha,302145.000000
0414240,12.782247,12.798162,49.609369,49.621090,Sychrov,ZSJ-D,041424,041424,553689,Hostouň,841232.000000
0656500,13.182244,13.200429,50.378022,50.387170,Staré Miřetice,ZSJ-D,065650,407976,563129,Klášterec nad Ohří,689680.000000
1325270,14.547264,14.568862,50.062165,50.071294,Dolní Měcholupy-sever,ZSJ-D,132527,490041,547379,Praha,817568.000000
1314820,14.512768,14.532525,50.154205,50.159853,Čakovice-sever,ZSJ-D,131482,400751,547310,Praha,448796.000000
0005400,12.183561,12.195224,50.214873,50.221622,Hlavní-Okružní,ZSJ-D,000540,405507,554499,Aš,345435.000000
0105370,16.552768,16.562573,49.197247,49.204064,Křemelky,ZSJ-D,010537,490369,551171,Brno,282802.000000
1590850,15.140621,15.185850,49.941984,49.963071,Suchdol,ZSJ-D,159085,159085,534439,Suchdol,4144996.000000
3172250,14.610579,14.641560,50.103822,50.112713,Ve žlíbku,ZSJ-D,317225,043770,538213,Praha,1148411.000000
3292150,16.611458,16.617716,49.914040,49.919465,Třešňovecká,ZSJ-D,329215,078930,580511,Lanškroun,108467.000000
0994570,13.630000,13.639871,50.517553,50.524103,Vrch Hněvín,ZSJ-D,099457,409162,567027,Most,253813.000000
3019140,12.907968,12.925939,50.361683,50.381144,Svornost,ZSJ-D,301914,405612,555215,Jáchymov,548393.000000
0551400,15.944613,15.971121,50.397670,50.411413,Střeziměřice,ZSJ-D,055140,055140,574112,Chvalkovice,1389278.000000
1782170,16.224380,16.228834,49.287093,49.291934,Velká Bíteš-historické jádro,ZSJ-D,178217,413020,596973,Velká Bíteš,112905.000000
3273360,14.993073,15.003097,49.126835,49.133995,Sídliště Hvězdárna,ZSJ-D,327336,404128,545881,Jindřichův Hradec,351791.000000
0442370,14.686488,14.712738,48.753731,48.769668,Meziluží,ZSJ-D,044237,044237,544515,Horní Stropnice,1837464.000000
1643130,16.974892,16.990422,49.966907,49.978011,Jánošíkova,ZSJ-D,164313,414603,523704,Šumperk,621352.000000
3285290,15.557761,15.569341,49.406506,49.410267,Na Dolech-sever,ZSJ-D,328529,412317,586846,Jihlava,178674.000000
0934410,14.507507,14.547479,50.187249,50.201552,Měšice,ZSJ-D,093441,093441,538477,Měšice,2589195.000000
0453220,14.425273,14.467956,50.349074,50.363573,Brozánky,ZSJ-D,045322,045322,534803,Hořín,2818553.000000
3143660,17.365032,17.377339,49.294037,49.301816,Nová Barbořina,ZSJ-D,314366,412422,588296,Kroměříž,294902.000000
3182990,14.513464,14.523014,50.086503,50.090561,Tábor,ZSJ-D,318299,490113,500216,Praha,159452.000000
0525400,13.397008,13.428006,50.441463,50.457611,Pražské pole,ZSJ-D,052540,407887,562971,Chomutov,2115636.000000
3007990,14.713729,14.739049,49.787638,49.800900,Červený Dvůr,ZSJ-D,300799,300799,529303,Benešov,1620341.000000
1910010,14.615882,14.645998,50.195206,50.218145,Martinov,ZSJ-D,191001,191001,535362,Záryby,3033322.000000
0981670,14.104795,14.124231,50.675435,50.687239,Mojžíř,ZSJ-D,098167,098167,502081,Ústí nad Labem,869028.000000
0251780,14.182409,14.205113,50.776201,50.782299,Pastýřská stěna,ZSJ-D,025178,407259,562335,Děčín,661123.000000
1139130,18.231055,18.248212,49.835380,49.844868,Nad tratí,ZSJ-D,113913,414107,554286,Ostrava,677871.000000
3177300,14.122209,14.151655,49.522732,49.536766,Pukňov,ZSJ-D,317730,317730,549568,Lety,1497244.000000
3002090,14.330843,14.349420,49.876626,49.889237,Vandrlice,ZSJ-D,300209,085057,539457,Líšnice,1205782.000000
3283240,16.157771,16.167322,50.404063,50.407551,Sídliště U Nemocnice,ZSJ-D,328324,101354,573868,Náchod,130540.000000
1494380,14.095798,14.111439,50.225078,50.230890,U Pražské,ZSJ-D,149438,402079,532819,Slaný,479101.000000
1108760,17.278841,17.292401,49.585693,49.597084,Hodolany,ZSJ-D,110876,110876,500496,Olomouc,681484.000000
1117240,17.863838,17.889828,49.927184,49.943902,U nemocnice,ZSJ-D,111724,490016,555321,Opava,1024528.000000
0791542,15.759837,15.768033,50.374810,50.384072,Sedlec díl 2,ZSJ-D,079154,411281,579441,Lanžov,312853.000000
1717862,15.391647,15.417889,50.401883,50.412921,Kacákova Lhota díl 2,ZSJ-D,171786,410365,549312,Kacákova Lhota,1124179.000000
0388490,14.745711,14.763317,49.503332,49.518815,Hlasivské Výlevy,ZSJ-D,038849,038831,560481,Hlasivo,1269910.000000
1299840,14.364816,14.383858,50.130283,50.140346,Suchdol-střed,ZSJ-D,129984,400491,547271,Praha,670218.000000
0893460,17.041595,17.090739,48.822462,48.858975,Lužice,ZSJ-D,089346,089346,586358,Lužice,7663479.000000
1454670,14.646182,14.662302,49.999999,50.008695,Nad tratí,ZSJ-D,145467,403075,538728,Říčany,448477.000000
0822520,15.038381,15.052426,50.750347,50.757369,Horní Růžodol,ZSJ-D,082252,408654,556904,Liberec,438295.000000
0348860,18.344369,18.363608,49.652744,49.669535,Bahno,ZSJ-D,034886,413119,598003,Frýdek-Místek,1194128.000000
1286780,14.384103,14.398618,50.064506,50.071785,Na Černém vrchu,ZSJ-D,128678,400301,500143,Praha,423862.000000
0727960,14.311723,14.322833,50.237226,50.242172,U Vltavy,ZSJ-D,072796,402419,534951,Kralupy nad Vltavou,226811.000000
1691370,15.880824,15.901029,50.566572,50.579675,Dolní Staré Město,ZSJ-D,169137,169137,579025,Trutnov,1181311.000000
0995710,13.644288,13.660740,50.497957,50.505655,Šibeník,ZSJ-D,099571,409162,567027,Most,639105.000000
1418870,13.208462,13.234865,49.523097,49.540799,Bolkov,ZSJ-D,141887,141887,540463,Bolkov,1848138.000000
1970500,14.514594,14.536229,49.214980,49.233886,Krakovčice,ZSJ-D,197050,197050,545384,Žimutice,1615266.000000
3028720,13.432523,13.448525,50.482387,50.490670,Písečná,ZSJ-D,302872,407887,562971,Chomutov,332494.000000
3191630,14.009828,14.015623,50.673226,50.677930,U stadionů,ZSJ-D,319163,175056,567892,Ústí nad Labem,81156.000000
0909642,13.945951,14.000927,50.200053,50.217582,Malíkovice díl 2,ZSJ-D,090964,090964,532657,Malíkovice,4036455.000000
0902470,16.621442,16.648931,49.595635,49.609192,Malá Roudka,ZSJ-D,090247,090247,582042,Malá Roudka,1593476.000000
1689120,16.121538,16.143080,50.414489,50.429052,Kramolna,ZSJ-D,168912,168912,574546,Kramolna,1330631.000000
1595810,13.517076,13.557335,50.438733,50.462427,Hošnice,ZSJ-D,159581,159581,563358,Strupčice,3111696.000000
3248500,14.344309,14.359903,50.048974,50.057739,Jinonice-Pod Vidoulí,ZSJ-D,324850,490091,500143,Praha,428634.000000
3112600,13.797169,13.805820,50.344681,50.352921,Nad Tratí,ZSJ-D,311260,409111,565971,Louny,338568.000000
0067260,17.411239,17.444411,49.408285,49.439533,Bochoř,ZSJ-D,006726,006726,512532,Bochoř,4166833.000000
1320470,14.536419,14.549909,50.046935,50.055303,Hornoměcholupská,ZSJ-D,132047,400866,547387,Praha,506840.000000
3210870,12.703450,12.719719,49.422458,49.436025,Nemaničky,ZSJ-D,321087,321087,554006,Nemanice,1139712.000000
3036150,15.335548,15.351110,50.434089,50.443539,Na vrchách,ZSJ-D,303615,059552,572659,Jičín,563157.000000
0371680,17.033305,17.075003,49.666437,49.679787,Myslechovice,ZSJ-D,037168,037168,503444,Litovel,2420407.000000
1396370,17.328460,17.356891,49.278812,49.290682,Sobělice,ZSJ-D,139637,139637,588938,Rataje,1422161.000000
1070770,18.343367,18.370237,49.888948,49.906451,Nádraží,ZSJ-D,107077,413445,599051,Bohumín,530037.000000
3295920,15.862000,15.872362,49.226015,49.235180,U Týnského rybníka,ZSJ-D,329592,169943,590266,Třebíč,481317.000000
3120530,15.254914,15.271867,49.696518,49.701108,Podol,ZSJ-D,312053,409537,568988,Ledeč nad Sázavou,334096.000000
1445250,17.274067,17.288739,49.929422,49.935611,Žižkova,ZSJ-D,144525,413089,597783,Rýmařov,291665.000000
1349880,17.479426,17.494294,49.458089,49.468708,Kozlovice,ZSJ-D,134988,414221,511382,Přerov,452444.000000
1358871,14.312394,14.349038,48.778338,48.789844,Spolí díl 1,ZSJ-D,135887,135861,545724,Přídolí,1983089.000000
1441690,16.264044,16.298155,50.169255,50.187267,Ke Kvasinám,ZSJ-D,144169,410667,576069,Rychnov nad Kněžnou,2421488.000000
0988250,16.654399,16.677291,49.759602,49.774195,Duryňské Předměstí,ZSJ-D,098825,411191,578444,Moravská Třebová,1466176.000000
1322840,14.450964,14.461113,50.070623,50.072807,Vršovice-sever,ZSJ-D,132284,490237,500224,Praha,98347.000000
1777410,14.530512,14.551946,50.161666,50.177607,Mírovice,ZSJ-D,177741,177741,538965,Veleň,1304213.000000
1090960,17.820075,17.840291,49.654444,49.663175,U stadiónu,ZSJ-D,109096,413593,599701,Odry,813668.000000
3241320,16.070835,16.080346,50.468866,50.475324,Stolín-u továren,ZSJ-D,324132,021148,573965,Červený Kostelec,282929.000000
1936580,15.099313,15.113757,49.733458,49.746094,Zruč nad Sázavou-střed,ZSJ-D,193658,402397,534633,Zruč nad Sázavou,667124.000000
0226750,16.046278,16.075514,50.266791,50.286956,Ostrov,ZSJ-D,022675,022659,576212,České Meziříčí,2846499.000000
1380701,15.106319,15.111860,50.707583,50.714959,Milíře díl 1,ZSJ-D,138070,138070,563781,Rádlo,188847.000000
3015660,13.790632,13.805414,49.085251,49.099433,Sudslavice,ZSJ-D,301566,301566,550647,Vimperk,1056892.000000
0490180,15.814235,15.832341,50.383224,50.395768,Malé Hřibojedy,ZSJ-D,049018,048992,579301,Hřibojedy,1049899.000000
0885520,12.581801,12.593718,50.214349,50.220081,Luh nad Svatavou,ZSJ-D,088552,088552,511587,Josefov,399705.000000
1289700,14.349051,14.359596,50.068409,50.073671,Kotlářka,ZSJ-D,128970,400319,500143,Praha,248729.000000
3229540,14.519472,14.529494,48.915503,48.919901,U Nové Vsi,ZSJ-D,322954,102059,535681,Borovnice,216492.000000
0756120,14.795707,14.817594,49.575733,49.587698,Vosná,ZSJ-D,075612,075612,553204,Šebířov,1326011.000000
3170120,14.536563,14.545854,50.098818,50.103479,Nad Aloisovem,ZSJ-D,317012,400785,547361,Praha,84005.000000
1649170,12.629991,12.637423,49.793297,49.797462,Tachov-střed,ZSJ-D,164917,406741,560715,Tachov,143730.000000
1143750,18.229536,18.241720,49.790107,49.796265,Gurtěvova,ZSJ-D,114375,414069,546135,Ostrava,344996.000000
3111970,14.367538,14.384054,50.438184,50.456309,Sportovní areál,ZSJ-D,311197,409031,565709,Štětí,771472.000000
0689850,14.885101,14.909021,49.651137,49.664233,Krasovice,ZSJ-D,068985,068985,529931,Kondrac,1680628.000000
3091840,12.627158,12.647966,49.788091,49.794815,Rapotínská,ZSJ-D,309184,406741,560715,Tachov,583341.000000
0650300,14.082077,14.095152,50.141088,50.145994,Novokladno,ZSJ-D,065030,401994,532053,Kladno,212309.000000
3228061,15.280940,15.287375,49.955601,49.959115,Na Špici díl 1,ZSJ-D,322806,077739,533955,Kutná Hora,111170.000000
0373460,13.451105,13.470831,49.185064,49.199027,Loučová,ZSJ-D,037346,037346,556181,Hartmanice,1201046.000000
0263520,13.143286,13.163573,49.365417,49.380370,Nová Víska,ZSJ-D,026352,026352,556068,Dlažov,1145001.000000
0679620,15.177956,15.201149,50.698692,50.711546,Horní Kokonín,ZSJ-D,067962,408115,563510,Jablonec nad Nisou,1326917.000000
0755580,14.477415,14.497168,49.720499,49.730632,Na Drahách,ZSJ-D,075558,075540,529991,Křečovice,902427.000000
3012810,13.696790,13.719739,50.103056,50.114640,U nemocnice,ZSJ-D,301281,403709,541656,Rakovník,810303.000000
0597900,15.565683,15.581640,49.396125,49.406189,U domu zdraví,ZSJ-D,059790,412317,586846,Jihlava,542511.000000
0981240,13.319897,13.334132,49.347036,49.365024,Újezdec,ZSJ-D,098124,098124,556718,Mochtín,1003151.000000
3056260,16.944333,16.954497,49.975362,49.979933,Hrabenská,ZSJ-D,305626,414603,523704,Šumperk,165912.000000
1116510,17.909894,17.931468,49.921630,49.931153,Přední Guslice,ZSJ-D,111651,490016,555321,Opava,546729.000000
3128270,16.225730,16.240391,49.995239,50.004347,Peliny,ZSJ-D,312827,411400,580350,Choceň,584723.000000
3163000,14.414723,14.444606,49.967845,49.989354,Pod březinou,ZSJ-D,316300,052400,547107,Praha,2200281.000000
3181320,17.646408,17.659207,49.194786,49.202085,U majáku,ZSJ-D,318132,412244,585068,Zlín,490042.000000
0847430,16.214580,16.253810,50.156131,50.174178,Lokot,ZSJ-D,084743,084743,576069,Rychnov nad Kněžnou,2465898.000000
0547980,14.984867,15.023303,50.299377,50.315811,Chudíř,ZSJ-D,054798,054798,571849,Chudíř,3044045.000000
1877391,15.127193,15.144019,50.534271,50.545133,Skalany díl 1,ZSJ-D,187739,187739,577685,Vyskeř,649377.000000
1384790,14.854396,14.860917,49.510961,49.522106,Nové Dvory,ZSJ-D,138479,138461,553123,Smilovy Hory,305662.000000
3246800,14.599756,14.613448,49.983088,49.993021,Nupaky-jih,ZSJ-D,324680,023451,564907,Nupaky,515808.000000
0609411,14.685237,14.721300,49.583764,49.601989,Dolní Borek díl 1,ZSJ-D,060941,401277,530301,Neustupov,2394117.000000
1529510,14.735205,14.757806,49.983095,49.989716,Buda,ZSJ-D,152951,152960,538523,Mukařov,472612.000000
0532952,14.355669,14.371185,49.757095,49.765753,Chotilsko díl 2,ZSJ-D,053295,403385,540323,Chotilsko,614895.000000
0350250,18.352348,18.360816,49.675663,49.682691,Nádražní,ZSJ-D,035025,034991,598003,Frýdek-Místek,207541.000000
0982210,16.054522,16.081257,50.261916,50.270886,V Lípách,ZSJ-D,098221,098213,576522,Mokré,1036182.000000
0144190,17.641988,17.658493,49.184448,49.197795,Dolní Paseky,ZSJ-D,014419,014401,538744,Březnice,1116736.000000
0839680,14.351420,14.363260,49.952569,49.961758,Lipence-Lipany,ZSJ-D,083968,083976,539449,Praha,485220.000000
3097110,14.295249,14.310982,50.737458,50.740615,U nádraží,ZSJ-D,309711,407577,562351,Benešov nad Ploučnicí,182408.000000
3071730,14.058085,14.074040,50.222404,50.227748,U Velkého slánského rybníka,ZSJ-D,307173,402079,532819,Slaný,323839.000000
0328160,13.896913,13.931113,50.461999,50.479966,Dřemčice,ZSJ-D,032816,032816,565776,Třebívlice,2627157.000000
1903220,15.486725,15.506775,50.202681,50.222681,Vysočany,ZSJ-D,190322,190322,570508,Nový Bydžov,1601091.000000
1227930,15.130955,15.164153,50.086896,50.100165,Předhradí,ZSJ-D,122793,122793,537675,Pňov-Předhradí,2404564.000000
3103360,13.154847,13.182647,50.386088,50.398398,Za starou porcelánkou,ZSJ-D,310336,407968,563129,Klášterec nad Ohří,456037.000000
1668470,14.021787,14.045335,49.035321,49.044915,Bělečská Lhota,ZSJ-D,166847,166847,550582,Těšovice,841791.000000
1128360,16.281544,16.307851,50.258054,50.272334,Sekyrka,ZSJ-D,112836,112836,576611,Osečnice,1213664.000000
1193340,16.323222,16.344615,49.388783,49.404327,Husle,ZSJ-D,119334,119334,596400,Pernštejnské Jestřabí,1432844.000000
1907720,13.846545,13.876336,49.833069,49.860186,Záluží,ZSJ-D,190772,190772,532002,Záluží,4201078.000000
0147450,16.501275,16.519782,49.655784,49.671203,Moravská Dlouhá,ZSJ-D,014745,014729,505145,Březová nad Svitavou,1138289.000000
0262120,14.333891,14.362652,49.075312,49.100446,Mydlovary,ZSJ-D,026212,026212,535281,Mydlovary,3390153.000000
1737030,16.021557,16.051131,49.014161,49.036248,Františkov,ZSJ-D,173703,173711,595012,Újezd,1913106.000000
1275660,14.443398,14.455175,50.081186,50.084849,Sladkovského náměstí,ZSJ-D,127566,490261,500097,Praha,179649.000000
1851590,16.089830,16.115578,49.968556,49.980065,Svatý Mikuláš,ZSJ-D,185159,185159,581151,Vraclav,1374763.000000
1118990,17.975220,17.996768,49.910879,49.921406,Kravařov,ZSJ-D,111899,413917,555355,Opava,943225.000000
0613870,16.088482,16.110262,50.568992,50.576245,Nové Domy,ZSJ-D,061387,061379,579378,Jívka,687213.000000
0932970,15.325158,15.348426,50.210950,50.219128,Nový,ZSJ-D,093297,093297,537489,Městec Králové,799407.000000
1321100,14.476853,14.497136,50.049244,50.058853,Záběhlice-západ,ZSJ-D,132110,490253,500224,Praha,844919.000000
1292910,14.366027,14.396262,50.092066,50.098456,Ořechovka,ZSJ-D,129291,400424,500178,Praha,893904.000000
0368710,18.129101,18.196801,49.285214,49.327023,Halenkov,ZSJ-D,036871,036871,542679,Halenkov,11249992.000000
1486790,16.002910,16.030642,50.261768,50.272370,Tošov,ZSJ-D,148679,148679,576212,České Meziříčí,1237570.000000
1250750,18.151859,18.196735,49.791908,49.807810,Janová-Přemyšov,ZSJ-D,125075,414204,554588,Ostrava,966160.000000
1012810,16.153391,16.166673,50.418190,50.430451,Plhov,ZSJ-D,101281,410373,573868,Náchod,595043.000000
0221520,14.488648,14.501344,48.999065,49.009264,U Čertíka,ZSJ-D,022152,403881,544256,České Budějovice,470915.000000
0823412,15.064277,15.071080,50.762424,50.765818,Perštýn díl 2,ZSJ-D,082341,408956,556904,Liberec,73753.000000
0235742,13.391765,13.417393,49.337128,49.349649,Číhaň díl 2,ZSJ-D,023574,406287,542024,Číhaň,1455914.000000
0092960,14.149712,14.176774,50.194797,50.202447,Holousy,ZSJ-D,009296,009296,532975,Třebusice,908425.000000
3024310,12.654628,12.663821,50.171641,50.178103,Sokolovská,ZSJ-D,302431,406635,560286,Sokolov,200567.000000
0111690,16.642112,16.646528,49.205947,49.211032,Podsednická,ZSJ-D,011169,490415,551058,Brno,100314.000000
1591400,14.827311,14.893887,48.878974,48.914308,Suchdol nad Lužnicí,ZSJ-D,159140,159140,547280,Suchdol nad Lužnicí,9037086.000000
0647510,17.786322,17.842948,49.469478,49.502677,Kelč I,ZSJ-D,064751,414794,542989,Kelč,7937537.000000
1959950,15.659585,15.704426,49.098598,49.133508,Šašovice,ZSJ-D,195995,195995,591998,Želetava,6310869.000000
1297210,14.293206,14.317727,50.075766,50.083805,Jiviny,ZSJ-D,129721,400394,500178,Praha,621944.000000
1048680,16.612718,16.699619,48.980767,49.035909,Nosislav,ZSJ-D,104868,104868,584720,Nosislav,17023810.000000
0135360,13.525897,13.565969,49.813802,49.840243,Kříše,ZSJ-D,013536,013536,559725,Břasy,5183858.000000
0967251,14.786220,14.824101,49.512952,49.546708,Mladá Vožice díl 1,ZSJ-D,096725,096725,552704,Mladá Vožice,4245125.000000
0614090,17.356421,17.438976,49.692406,49.729068,Jívová,ZSJ-D,061409,061409,503142,Jívová,15201291.000000
0595441,15.348113,15.353694,50.434875,50.438173,Jičín-Staré Město díl 1,ZSJ-D,059544,410217,572659,Jičín,105647.000000
1554110,14.001071,14.041177,50.606678,50.621801,Stebno,ZSJ-D,155411,155411,546925,Stebno,2534463.000000
0459260,14.153326,14.212994,50.093321,50.127983,Hostouň,ZSJ-D,045926,045926,532347,Hostouň,10337461.000000
0266110,16.090761,16.150316,49.494690,49.535098,Dlouhé,ZSJ-D,026611,026611,595471,Dlouhé,8432322.000000
1182570,17.631818,17.681496,49.067675,49.093017,Pašovice,ZSJ-D,118257,118257,592480,Pašovice,4750646.000000
1799730,16.206137,16.276079,48.996759,49.031101,Vémyslice,ZSJ-D,179973,179973,595055,Vémyslice,12347466.000000
3202510,16.573331,16.582161,49.557541,49.566353,Havírna,ZSJ-D,320251,080748,581917,Letovice,289440.000000
1731260,17.373316,17.467110,48.950364,49.017389,Ostrožské Předměstí,ZSJ-D,173126,173126,592749,Uherský Ostroh,15841871.000000
0450210,15.010862,15.065915,50.133859,50.165351,Hořátev,ZSJ-D,045021,045021,537152,Hořátev,7175421.000000
1966730,17.089280,17.143676,49.424713,49.451291,Žešov,ZSJ-D,196673,196673,589250,Prostějov,5137209.000000
0565110,17.765176,17.798252,49.675845,49.705549,Jakubčovice nad Odrou,ZSJ-D,056511,056511,554065,Jakubčovice nad Odrou,3409858.000000
1570401,14.713281,14.731095,49.741839,49.750491,Horní Podhájí díl 1,ZSJ-D,157040,157040,530689,Struhařov,763175.000000
1290110,14.378530,14.394816,50.070861,50.078084,Na Hřebenkách,ZSJ-D,129011,400301,500143,Praha,535839.000000
1095680,12.494497,12.532349,50.043570,50.064548,Velká Šitboř,ZSJ-D,109568,109568,538906,Milíkov,3056123.000000
0617190,13.259376,13.270954,50.378853,50.385885,Na podlesí,ZSJ-D,061719,407925,563102,Kadaň,368462.000000
3028300,14.628109,14.652284,50.918266,50.931588,Špičák,ZSJ-D,302830,407828,562882,Varnsdorf,1499253.000000
3256430,16.583002,16.595007,49.478641,49.500362,Vaculka,ZSJ-D,325643,146404,582310,Sebranice,1131116.000000
0367060,16.461650,16.474644,49.366079,49.373811,Hajánky,ZSJ-D,036706,036706,584002,Tišnov,418791.000000
0209580,15.188729,15.207207,49.975033,49.998336,Dobešovice,ZSJ-D,020958,020940,533262,Červené Pečky,1632290.000000
3145610,15.524959,15.583919,48.993418,49.043175,Nad stínadly,ZSJ-D,314561,412589,590789,Jemnice,11139872.000000
0848910,18.310709,18.353317,49.697284,49.728525,Lískovec,ZSJ-D,084891,084891,598003,Frýdek-Místek,6036047.000000
0444150,17.128559,17.155495,49.796146,49.814790,Horní Sukolom,ZSJ-D,044415,044415,505587,Uničov,2579839.000000
3905930,13.868147,14.004730,49.726207,49.817578,Hrachoviště,ZSJ-D,390593,009814,539996,Brdy,52239736.000000
1063300,14.109602,14.140640,50.495765,50.512978,Nové Kopisty,ZSJ-D,106330,106330,565717,Terezín,2828138.000000
3079390,14.398545,14.404113,50.159149,50.166119,Průmyslový obvod,ZSJ-D,307939,403199,539627,Roztoky,216798.000000
1777170,13.563308,13.579669,50.382427,50.398437,Truzenice,ZSJ-D,177717,177717,566870,Velemyšleves,559396.000000
0071530,14.148578,14.244452,48.796201,48.867937,Boletice,ZSJ-D,007153,007153,545422,Boletice,31675875.000000
1380370,15.613346,15.655206,49.071087,49.103019,Radkovice u Budče,ZSJ-D,138037,138037,550493,Radkovice u Budče,5297604.000000
3141960,15.468486,15.481736,49.295900,49.308913,U Česalíka,ZSJ-D,314196,412414,588032,Třešť,712193.000000
0023991,14.664159,14.706196,48.686950,48.736326,Černé Údolí díl 1,ZSJ-D,002399,002399,545406,Benešov nad Černou,2812195.000000
0211640,14.599432,14.646631,49.560856,49.581412,Horní Borek,ZSJ-D,021164,021164,529532,Červený Újezd,3342428.000000
0919280,14.611582,14.663021,49.330967,49.346653,Obora,ZSJ-D,091928,091928,552666,Malšice,2715692.000000
1096730,15.477084,15.515009,49.604100,49.630024,Vadín,ZSJ-D,109673,109673,569186,Okrouhlice,4905474.000000
0991120,17.407272,17.461695,49.753650,49.784191,Sedm Dvorů,ZSJ-D,099112,099112,597678,Moravský Beroun,7582813.000000
0951840,17.516230,17.576721,49.989025,50.017889,Milotice nad Opavou,ZSJ-D,095184,095184,569526,Milotice nad Opavou,7882407.000000
1430310,18.138889,18.147569,49.449486,49.456914,Kramolišov,ZSJ-D,143031,414808,544841,Rožnov pod Radhoštěm,262594.000000
1346010,15.571601,15.594724,50.031764,50.043560,Průmyslový obvod,ZSJ-D,134601,410519,575500,Přelouč,1076927.000000
0024110,14.601656,14.621207,48.732673,48.750027,Kamenice,ZSJ-D,002411,002381,545406,Benešov nad Černou,1853083.000000
3298270,14.406683,14.433883,49.991274,49.997778,U Cholupického potoka,ZSJ-D,329827,400238,547107,Praha,408463.000000
1041590,17.815275,17.850226,49.248955,49.282303,Neubuz,ZSJ-D,104159,104159,585556,Neubuz,5411627.000000
0079350,15.097606,15.137115,49.675791,49.711315,Borovsko,ZSJ-D,007935,007935,532568,Bernartice,5650013.000000
0470310,15.839216,15.849558,50.190041,50.197386,Moravské Předměstí I,ZSJ-D,047031,047180,569810,Hradec Králové,382785.000000
3252610,17.864058,17.884966,49.233032,49.259942,Výpusta,ZSJ-D,325261,089133,585483,Lutonina,2453963.000000
1155170,18.180881,18.211434,49.812455,49.827135,Svinov-střed,ZSJ-D,115517,414212,554685,Ostrava,1567415.000000
0438850,16.120699,16.135689,50.469012,50.481437,Kostelecké Končiny,ZSJ-D,043885,414930,574651,Zábrodí,740996.000000
1452710,14.308775,14.319853,50.004600,50.013463,Zadní Kopanina,ZSJ-D,145271,145271,539635,Praha,404876.000000
0202490,16.000152,16.051636,48.970984,49.004818,Černín,ZSJ-D,020249,020249,593893,Černín,9952256.000000
1385840,13.918613,13.935295,49.223657,49.239409,Kapsova Lhota,ZSJ-D,138584,138584,551678,Radošovice,1586296.000000
